,daysDiff,length_usage,num_referrals,creation_source_ORG_INVITE,creation_source_PERSONAL_PROJECTS,creation_source_SIGNUP,creation_source_SIGNUP_GOOGLE_AUTH,opted_in_to_mailing_list_1,enabled_for_marketing_drip_1,email_domain_gmail.com,email_domain_gustr.com,email_domain_hotmail.com,email_domain_jourrapide.com,email_domain_other,email_domain_yahoo.com,ref_size_M,ref_size_Not_invited,ref_size_S,org_size_cat_Extreme,org_size_cat_Few,org_size_cat_Moderate,org_size_cat_Small,adopted
2537,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
2538,3,646,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,True
2539,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,False
2540,1,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,False
2541,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,False
2542,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,False
2543,0,553,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,True
2544,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,False
2545,0,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,False
2546,1,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,False
2547,1,476,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,True
2548,1,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
2549,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False
2550,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
2551,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False
2552,0,0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,False
2553,1,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,False
2554,5,5,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,False
2555,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False
2556,1,611,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,True
2557,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,False
2558,1,1,4.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2559,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False
2560,5,5,0.0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2561,0,0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,False
2562,3,3,0.0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,False
2563,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
2564,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,False
2565,0,466,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,True
2566,2,2,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,False
2567,1,726,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,True
2568,0,45,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,True
2569,0,83,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,False
2570,0,440,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,True
2571,0,0,0.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,False
2572,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,False
2573,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,False
2574,1,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
2575,0,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,False
2576,0,24,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,False
2577,6,6,1.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,False
2578,1,1,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,False
2579,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,False
2580,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
2581,1,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,False
2582,1,112,6.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,True
2583,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,False
2584,0,0,0.0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,False
2585,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,False
2586,2,309,1.0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,True
2587,1,1,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2588,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,False
2589,2,111,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,True
2590,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,False
2591,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
2592,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,False
2593,0,0,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,False
2594,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,False
2595,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
2596,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False
2597,2,2,2.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,False
2598,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
2599,4,6,0.0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,False
2600,0,17,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,False
2601,1,21,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False
2602,1,5,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,False
2603,0,474,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,True
2604,1,1,0.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,False
2605,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,False
2606,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,False
2607,2,2,4.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,False
2608,8,8,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,False
2609,0,165,2.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,True
2610,0,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,False
2611,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,False
2612,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,False
2613,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,False
2614,0,27,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,True
2615,1,1,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2616,0,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2617,4,25,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,True
2618,2,2,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,False
2619,1,551,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,True
2620,1,1,2.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,False
2621,1,672,2.0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,True
2622,0,0,1.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,False
2623,0,26,0.0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,False
2624,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,False
2625,0,82,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,True
2626,4,4,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,False
2627,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,False
2628,1,1,3.0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
2629,1,11,0.0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,False
2630,0,0,0.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,False
2631,2,2,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False
2632,0,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2633,2,2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,False
2634,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
2635,0,19,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,True
2636,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False
2637,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False
2638,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,False
2639,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
2640,0,218,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,True
2641,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,False
2642,0,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,False
2643,1,1,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,False
2644,1,69,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False
2645,1,1,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2646,1,213,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,True
2647,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False
2648,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,False
2649,2,2,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2650,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,False
2651,0,6,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,False
2652,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,False
2653,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
2654,0,0,4.0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,False
2655,2,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,False
2656,4,4,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
2657,0,662,2.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,True
2658,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False
2659,1,1,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,False
2660,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False
2661,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,False
2662,0,0,0.0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2663,0,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,False
2664,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,False
2665,0,0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2666,14,14,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
2667,2,2,0.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,False
2668,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
2669,4,4,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,False
2670,3,3,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2671,1,515,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,True
2672,1,1,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
2673,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,False
2674,0,0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False
2675,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
2676,2,2,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,False
2677,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,False
2678,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,False
2679,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False
2680,0,217,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True
2681,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
2682,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
2683,2,2,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2684,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
2685,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,False
2686,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,False
2687,0,0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,False
2688,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,False
2689,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,False
2690,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,False
2691,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,False
2692,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False
2693,3,3,0.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,False
2694,1,1,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,False
2695,0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False
2696,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,False
2697,0,0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False
2698,0,0,2.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,False
2699,2,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
2700,1,1,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2701,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,False
2702,0,0,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2703,0,0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,False
2704,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,False
2705,7,7,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
2706,1,1,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,False
2707,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,False
2708,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,False
2709,0,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,False
2710,1,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,False
2711,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,False
2712,1,491,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,True
2713,1,28,7.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2714,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,False
2715,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False
2716,0,0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,False
2717,4,5,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
2718,2,2,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,False
2719,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2720,0,0,1.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,False
2721,0,4,2.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False
2722,3,590,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,True
2723,2,80,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
2724,1,1,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,False
2725,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,False
2726,1,335,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,True
2727,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False
2728,0,0,0.0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,False
2729,5,5,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,False
2730,0,164,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,True
2731,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,False
2732,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,False
2733,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,False
2734,0,0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,False
2735,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,False
2736,0,0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,False
2737,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2738,9,568,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,True
2739,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
2740,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2741,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,False
2742,1,1,0.0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2743,0,642,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,True
2744,0,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2745,0,110,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
2746,0,22,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2747,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False
2748,0,0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,False
2749,2,78,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,True
2750,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,False
2751,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,False
2752,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2753,1,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,False
2754,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,False
2755,1,1,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2756,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,False
2757,0,0,0.0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,False
2758,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,False
2759,0,27,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
2760,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False
2761,0,218,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,True
2762,1,1,0.0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,False
2763,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
2764,3,3,5.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,False
2765,0,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2766,2,2,0.0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,False
2767,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
2768,0,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2769,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
2770,1,644,7.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,True
2771,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False
2772,0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,False
2773,0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False
2774,2,2,0.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,False
2775,0,54,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,False
2776,1,1,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,False
2777,5,5,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
2778,1,1,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2779,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,False
2780,2,2,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,False
2781,3,47,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False
2782,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False
2783,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False
2784,2,2,0.0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,False
2785,1,46,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,False
2786,0,133,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
2787,0,0,0.0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,False
2788,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,False
2789,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,False
2790,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,False
2791,0,0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,False
2792,1,1,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,False
2793,2,2,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,False
2794,5,5,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,False
2795,2,2,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,False
2796,2,2,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,False
2797,0,52,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,True
2798,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False
2799,1,1,0.0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,False
2800,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,False
2801,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False
2802,0,0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
2803,3,3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,False
2804,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,False
2805,0,0,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,False
